code;label;parent
M83.96;"Ostéomalacie de l'adulte, sans précision - \"" Jambe \""";M83.9
M83.97;"Ostéomalacie de l'adulte, sans précision - \"" Cheville et pied \""";M83.9
M83.98;"Ostéomalacie de l'adulte, sans précision - \"" Autres \""";M83.9
M83.99;"Ostéomalacie de l'adulte, sans précision - \"" Siège non précisé \""";M83.9
M84;Anomalie de la continuité osseuse;M80-M85
M84.0;Fracture mal consolidée;M84
M84.00;"Fracture mal consolidée - \"" Sièges multiples \""";M84.0
M84.01;"Fracture mal consolidée - \"" Région scapulaire \""";M84.0
M84.02;"Fracture mal consolidée - \"" Bras \""";M84.0
M84.03;"Fracture mal consolidée - \"" Avant-bras \""";M84.0
M84.04;"Fracture mal consolidée - \"" Main \""";M84.0
M84.05;"Fracture mal consolidée - \"" Région pelvienne et cuisse \""";M84.0
M84.06;"Fracture mal consolidée - \"" Jambe \""";M84.0
M84.07;"Fracture mal consolidée - \"" Cheville et pied \""";M84.0
M84.08;"Fracture mal consolidée - \"" Autres \""";M84.0
M84.09;"Fracture mal consolidée - \"" Siège non précisé \""";M84.0
M84.1;Fracture non consolidée [pseudarthrose];M84
M84.10;"Fracture non consolidée [pseudarthrose] - \"" Sièges multiples \""";M84.1
M84.11;"Fracture non consolidée [pseudarthrose] - \"" Région scapulaire \""";M84.1
M84.12;"Fracture non consolidée [pseudarthrose] - \"" Bras \""";M84.1
M84.13;"Fracture non consolidée [pseudarthrose] - \"" Avant-bras \""";M84.1
M84.14;"Fracture non consolidée [pseudarthrose] - \"" Main \""";M84.1
M84.15;"Fracture non consolidée [pseudarthrose] - \"" Région pelvienne et cuisse \""";M84.1
M84.16;"Fracture non consolidée [pseudarthrose] - \"" Jambe \""";M84.1
M84.17;"Fracture non consolidée [pseudarthrose] - \"" Cheville et pied \""";M84.1
M84.18;"Fracture non consolidée [pseudarthrose] - \"" Autres \""";M84.1
M84.19;"Fracture non consolidée [pseudarthrose] - \"" Siège non précisé \""";M84.1
M84.2;Retard de consolidation d'une fracture;M84
M84.20;"Retard de consolidation d'une fracture - \"" Sièges multiples \""";M84.2
M84.21;"Retard de consolidation d'une fracture - \"" Région scapulaire \""";M84.2
M84.22;"Retard de consolidation d'une fracture - \"" Bras \""";M84.2
M84.23;"Retard de consolidation d'une fracture - \"" Avant-bras \""";M84.2
M84.24;"Retard de consolidation d'une fracture - \"" Main \""";M84.2
M84.25;"Retard de consolidation d'une fracture - \"" Région pelvienne et cuisse \""";M84.2
M84.26;"Retard de consolidation d'une fracture - \"" Jambe \""";M84.2
M84.27;"Retard de consolidation d'une fracture - \"" Cheville et pied \""";M84.2
M84.28;"Retard de consolidation d'une fracture - \"" Autres \""";M84.2
M84.29;"Retard de consolidation d'une fracture - \"" Siège non précisé \""";M84.2
M84.3;Fracture par sollicitation excessive, non classée ailleurs;M84
M84.30;"Fracture par sollicitation excessive, non classée ailleurs - \"" Sièges multiples \""";M84.3
M84.31;"Fracture par sollicitation excessive, non classée ailleurs - \"" Région scapulaire \""";M84.3
M84.32;"Fracture par sollicitation excessive, non classée ailleurs - \"" Bras \""";M84.3
M84.33;"Fracture par sollicitation excessive, non classée ailleurs - \"" Avant-bras \""";M84.3
M84.34;"Fracture par sollicitation excessive, non classée ailleurs - \"" Main \""";M84.3
M84.35;"Fracture par sollicitation excessive, non classée ailleurs - \"" Région pelvienne et cuisse \""";M84.3
M84.36;"Fracture par sollicitation excessive, non classée ailleurs - \"" Jambe \""";M84.3
M84.37;"Fracture par sollicitation excessive, non classée ailleurs - \"" Cheville et pied \""";M84.3
M84.38;"Fracture par sollicitation excessive, non classée ailleurs - \"" Autres \""";M84.3
M84.39;"Fracture par sollicitation excessive, non classée ailleurs - \"" Siège non précisé \""";M84.3
M84.4;Fracture pathologique, non classée ailleurs;M84
M84.40;"Fracture pathologique, non classée ailleurs - \"" Sièges multiples \""";M84.4
M84.41;"Fracture pathologique, non classée ailleurs - \"" Région scapulaire \""";M84.4
M84.42;"Fracture pathologique, non classée ailleurs - \"" Bras \""";M84.4
M84.43;"Fracture pathologique, non classée ailleurs - \"" Avant-bras \""";M84.4
M84.44;"Fracture pathologique, non classée ailleurs - \"" Main \""";M84.4
M84.45;"Fracture pathologique, non classée ailleurs - \"" Région pelvienne et cuisse \""";M84.4
M84.46;"Fracture pathologique, non classée ailleurs - \"" Jambe \""";M84.4
M84.47;"Fracture pathologique, non classée ailleurs - \"" Cheville et pied \""";M84.4
M84.48;"Fracture pathologique, non classée ailleurs - \"" Autres \""";M84.4
M84.49;"Fracture pathologique, non classée ailleurs - \"" Siège non précisé \""";M84.4
M84.8;Autres anomalies de la continuité osseuse;M84
M84.80;"Autres anomalies de la continuité osseuse - \"" Sièges multiples \""";M84.8
M84.81;"Autres anomalies de la continuité osseuse - \"" Région scapulaire \""";M84.8
M84.82;"Autres anomalies de la continuité osseuse - \"" Bras \""";M84.8
M84.83;"Autres anomalies de la continuité osseuse - \"" Avant-bras \""";M84.8
M84.84;"Autres anomalies de la continuité osseuse - \"" Main \""";M84.8
M84.85;"Autres anomalies de la continuité osseuse - \"" Région pelvienne et cuisse \""";M84.8
M84.86;"Autres anomalies de la continuité osseuse - \"" Jambe \""";M84.8
M84.87;"Autres anomalies de la continuité osseuse - \"" Cheville et pied \""";M84.8
M84.88;"Autres anomalies de la continuité osseuse - \"" Autres \""";M84.8
M84.89;"Autres anomalies de la continuité osseuse - \"" Siège non précisé \""";M84.8
M84.9;Anomalie de la continuité osseuse, sans précision;M84
M84.90;"Anomalie de la continuité osseuse, sans précision - \"" Sièges multiples \""";M84.9
M84.91;"Anomalie de la continuité osseuse, sans précision - \"" Région scapulaire \""";M84.9
M84.92;"Anomalie de la continuité osseuse, sans précision - \"" Bras \""";M84.9
M84.93;"Anomalie de la continuité osseuse, sans précision - \"" Avant-bras \""";M84.9
M84.94;"Anomalie de la continuité osseuse, sans précision - \"" Main \""";M84.9
M84.95;"Anomalie de la continuité osseuse, sans précision - \"" Région pelvienne et cuisse \""";M84.9
M84.96;"Anomalie de la continuité osseuse, sans précision - \"" Jambe \""";M84.9
M84.97;"Anomalie de la continuité osseuse, sans précision - \"" Cheville et pied \""";M84.9
M84.98;"Anomalie de la continuité osseuse, sans précision - \"" Autres \""";M84.9
M84.99;"Anomalie de la continuité osseuse, sans précision - \"" Siège non précisé \""";M84.9
M85;Autres anomalies de la densité et de la structure osseuses;M80-M85
M85.0;Dysplasie fibreuse (localisée);M85
M85.00;"Dysplasie fibreuse (localisée) - \"" Sièges multiples \""";M85.0
M85.01;"Dysplasie fibreuse (localisée) - \"" Région scapulaire \""";M85.0
M85.02;"Dysplasie fibreuse (localisée) - \"" Bras \""";M85.0
M85.03;"Dysplasie fibreuse (localisée) - \"" Avant-bras \""";M85.0
M85.04;"Dysplasie fibreuse (localisée) - \"" Main \""";M85.0
M85.05;"Dysplasie fibreuse (localisée) - \"" Région pelvienne et cuisse \""";M85.0
M85.06;"Dysplasie fibreuse (localisée) - \"" Jambe \""";M85.0
M85.07;"Dysplasie fibreuse (localisée) - \"" Cheville et pied \""";M85.0
M85.08;"Dysplasie fibreuse (localisée) - \"" Autres \""";M85.0
M85.09;"Dysplasie fibreuse (localisée) - \"" Siège non précisé \""";M85.0
M85.1;Ostéose fluorée;M85
M85.10;"Ostéose fluorée - \"" Sièges multiples \""";M85.1
M85.11;"Ostéose fluorée - \"" Région scapulaire \""";M85.1
M85.12;"Ostéose fluorée - \"" Bras \""";M85.1
M85.13;"Ostéose fluorée - \"" Avant-bras \""";M85.1
M85.14;"Ostéose fluorée - \"" Main \""";M85.1
M85.15;"Ostéose fluorée - \"" Région pelvienne et cuisse \""";M85.1
M85.16;"Ostéose fluorée - \"" Jambe \""";M85.1
M85.17;"Ostéose fluorée - \"" Cheville et pied \""";M85.1
M85.18;"Ostéose fluorée - \"" Autres \""";M85.1
M85.19;"Ostéose fluorée - \"" Siège non précisé \""";M85.1
M85.2;Hyperostose du crâne;M85
M85.20;"Hyperostose du crâne - \"" Sièges multiples \""";M85.2
M85.21;"Hyperostose du crâne - \"" Région scapulaire \""";M85.2
M85.22;"Hyperostose du crâne - \"" Bras \""";M85.2
M85.23;"Hyperostose du crâne - \"" Avant-bras \""";M85.2
M85.24;"Hyperostose du crâne - \"" Main \""";M85.2
M85.25;"Hyperostose du crâne - \"" Région pelvienne et cuisse \""";M85.2
M85.26;"Hyperostose du crâne - \"" Jambe \""";M85.2
M85.27;"Hyperostose du crâne - \"" Cheville et pied \""";M85.2
M85.28;"Hyperostose du crâne - \"" Autres \""";M85.2
M85.29;"Hyperostose du crâne - \"" Siège non précisé \""";M85.2
M85.3;Ostéite condensante;M85
M85.30;"Ostéite condensante - \"" Sièges multiples \""";M85.3
M85.31;"Ostéite condensante - \"" Région scapulaire \""";M85.3
M85.32;"Ostéite condensante - \"" Bras \""";M85.3
M85.33;"Ostéite condensante - \"" Avant-bras \""";M85.3
M85.34;"Ostéite condensante - \"" Main \""";M85.3
M85.35;"Ostéite condensante - \"" Région pelvienne et cuisse \""";M85.3
M85.36;"Ostéite condensante - \"" Jambe \""";M85.3
M85.37;"Ostéite condensante - \"" Cheville et pied \""";M85.3
M85.38;"Ostéite condensante - \"" Autres \""";M85.3
M85.39;"Ostéite condensante - \"" Siège non précisé \""";M85.3
M85.4;Kyste solitaire des os;M85
M85.40;"Kyste solitaire des os - \"" Sièges multiples \""";M85.4
M85.41;"Kyste solitaire des os - \"" Région scapulaire \""";M85.4
M85.42;"Kyste solitaire des os - \"" Bras \""";M85.4
M85.43;"Kyste solitaire des os - \"" Avant-bras \""";M85.4
M85.44;"Kyste solitaire des os - \"" Main \""";M85.4
M85.45;"Kyste solitaire des os - \"" Région pelvienne et cuisse \""";M85.4
M85.46;"Kyste solitaire des os - \"" Jambe \""";M85.4
M85.47;"Kyste solitaire des os - \"" Cheville et pied \""";M85.4
M85.48;"Kyste solitaire des os - \"" Autres \""";M85.4
M85.49;"Kyste solitaire des os - \"" Siège non précisé \""";M85.4
M85.5;Kyste anévrismal des os;M85
M85.50;"Kyste anévrismal des os - \"" Sièges multiples \""";M85.5
M85.51;"Kyste anévrismal des os - \"" Région scapulaire \""";M85.5
M85.52;"Kyste anévrismal des os - \"" Bras \""";M85.5
M85.53;"Kyste anévrismal des os - \"" Avant-bras \""";M85.5
M85.54;"Kyste anévrismal des os - \"" Main \""";M85.5
M85.55;"Kyste anévrismal des os - \"" Région pelvienne et cuisse \""";M85.5
M85.56;"Kyste anévrismal des os - \"" Jambe \""";M85.5
M85.57;"Kyste anévrismal des os - \"" Cheville et pied \""";M85.5
M85.58;"Kyste anévrismal des os - \"" Autres \""";M85.5
M85.59;"Kyste anévrismal des os - \"" Siège non précisé \""";M85.5
M85.6;Autres kystes osseux;M85
M85.60;"Autres kystes osseux - \"" Sièges multiples \""";M85.6
M85.61;"Autres kystes osseux - \"" Région scapulaire \""";M85.6
M85.62;"Autres kystes osseux - \"" Bras \""";M85.6
M85.63;"Autres kystes osseux - \"" Avant-bras \""";M85.6
M85.64;"Autres kystes osseux - \"" Main \""";M85.6
M85.65;"Autres kystes osseux - \"" Région pelvienne et cuisse \""";M85.6
M85.66;"Autres kystes osseux - \"" Jambe \""";M85.6
M85.67;"Autres kystes osseux - \"" Cheville et pied \""";M85.6
M85.68;"Autres kystes osseux - \"" Autres \""";M85.6
M85.69;"Autres kystes osseux - \"" Siège non précisé \""";M85.6
M85.8;Autres anomalies précisées de la densité et de la structure osseuses;M85
M85.80;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Sièges multiples \""";M85.8
M85.81;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Région scapulaire \""";M85.8
M85.82;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Bras \""";M85.8
M85.83;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Avant-bras \""";M85.8
M85.84;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Main \""";M85.8
M85.85;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Région pelvienne et cuisse \""";M85.8
M85.86;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Jambe \""";M85.8
M85.87;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Cheville et pied \""";M85.8
M85.88;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Autres \""";M85.8
M85.89;"Autres anomalies précisées de la densité et de la structure osseuses - \"" Siège non précisé \""";M85.8
M85.9;Anomalie de la densité et de la structure osseuses, sans précision;M85
M85.90;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Sièges multiples \""";M85.9
M85.91;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Région scapulaire \""";M85.9
M85.92;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Bras \""";M85.9
M85.93;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Avant-bras \""";M85.9
M85.94;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Main \""";M85.9
M85.95;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Région pelvienne et cuisse \""";M85.9
M85.96;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Jambe \""";M85.9
M85.97;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Cheville et pied \""";M85.9
M85.98;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Autres \""";M85.9
M85.99;"Anomalie de la densité et de la structure osseuses, sans précision - \"" Siège non précisé \""";M85.9
M86-M90;Autres ostéopathies;M80-M94
M86;Ostéomyélite;M86-M90
M86.0;Ostéomyélite hématogène aigüe;M86
M86.00;"Ostéomyélite hématogène aigüe - \"" Sièges multiples \""";M86.0
M86.01;"Ostéomyélite hématogène aigüe - \"" Région scapulaire \""";M86.0
M86.02;"Ostéomyélite hématogène aigüe - \"" Bras \""";M86.0
M86.03;"Ostéomyélite hématogène aigüe - \"" Avant-bras \""";M86.0
M86.04;"Ostéomyélite hématogène aigüe - \"" Main \""";M86.0
M86.05;"Ostéomyélite hématogène aigüe - \"" Région pelvienne et cuisse \""";M86.0
M86.06;"Ostéomyélite hématogène aigüe - \"" Jambe \""";M86.0
M86.07;"Ostéomyélite hématogène aigüe - \"" Cheville et pied \""";M86.0
M86.08;"Ostéomyélite hématogène aigüe - \"" Autres \""";M86.0
M86.09;"Ostéomyélite hématogène aigüe - \"" Siège non précisé \""";M86.0
M86.1;Autres ostéomyélites aigües;M86
M86.10;"Autres ostéomyélites aigües - \"" Sièges multiples \""";M86.1
M86.11;"Autres ostéomyélites aigües - \"" Région scapulaire \""";M86.1
M86.12;"Autres ostéomyélites aigües - \"" Bras \""";M86.1
M86.13;"Autres ostéomyélites aigües - \"" Avant-bras \""";M86.1
M86.14;"Autres ostéomyélites aigües - \"" Main \""";M86.1
M86.15;"Autres ostéomyélites aigües - \"" Région pelvienne et cuisse \""";M86.1
M86.16;"Autres ostéomyélites aigües - \"" Jambe \""";M86.1
M86.17;"Autres ostéomyélites aigües - \"" Cheville et pied \""";M86.1
M86.18;"Autres ostéomyélites aigües - \"" Autres \""";M86.1
M86.19;"Autres ostéomyélites aigües - \"" Siège non précisé \""";M86.1
M86.2;Ostéomyélite subaigüe;M86
M86.20;"Ostéomyélite subaigüe - \"" Sièges multiples \""";M86.2
M86.21;"Ostéomyélite subaigüe - \"" Région scapulaire \""";M86.2
M86.22;"Ostéomyélite subaigüe - \"" Bras \""";M86.2
M86.23;"Ostéomyélite subaigüe - \"" Avant-bras \""";M86.2
M86.24;"Ostéomyélite subaigüe - \"" Main \""";M86.2
M86.25;"Ostéomyélite subaigüe - \"" Région pelvienne et cuisse \""";M86.2
M86.26;"Ostéomyélite subaigüe - \"" Jambe \""";M86.2
M86.27;"Ostéomyélite subaigüe - \"" Cheville et pied \""";M86.2
M86.28;"Ostéomyélite subaigüe - \"" Autres \""";M86.2
M86.29;"Ostéomyélite subaigüe - \"" Siège non précisé \""";M86.2
M86.3;Ostéomyélite chronique multifocale;M86
M86.30;"Ostéomyélite chronique multifocale - \"" Sièges multiples \""";M86.3
M86.31;"Ostéomyélite chronique multifocale - \"" Région scapulaire \""";M86.3
M86.32;"Ostéomyélite chronique multifocale - \"" Bras \""";M86.3
M86.33;"Ostéomyélite chronique multifocale - \"" Avant-bras \""";M86.3
M86.34;"Ostéomyélite chronique multifocale - \"" Main \""";M86.3
M86.35;"Ostéomyélite chronique multifocale - \"" Région pelvienne et cuisse \""";M86.3
M86.36;"Ostéomyélite chronique multifocale - \"" Jambe \""";M86.3
M86.37;"Ostéomyélite chronique multifocale - \"" Cheville et pied \""";M86.3
M86.38;"Ostéomyélite chronique multifocale - \"" Autres \""";M86.3
M86.39;"Ostéomyélite chronique multifocale - \"" Siège non précisé \""";M86.3
M86.4;Ostéomyélite chronique avec fistule de drainage;M86
M86.40;"Ostéomyélite chronique avec fistule de drainage - \"" Sièges multiples \""";M86.4
M86.41;"Ostéomyélite chronique avec fistule de drainage - \"" Région scapulaire \""";M86.4
M86.42;"Ostéomyélite chronique avec fistule de drainage - \"" Bras \""";M86.4
M86.43;"Ostéomyélite chronique avec fistule de drainage - \"" Avant-bras \""";M86.4
